1, 1, 0.000003
2, 2, 0.000002
3, 3, 0.000002
4, 4, 0.000002
5, 5, 0.000003
6, 6, 0.000004
7, 7, 0.000004
8, 8, 0.000005
9, 9, 0.000006
10, 10, 0.000008
11, 11, 0.000010
12, 12, 0.000013
13, 13, 0.000016
14, 14, 0.000019
15, 15, 0.000023
16, 16, 0.000028
17, 17, 0.000033
18, 18, 0.000038
19, 19, 0.000071
20, 20, 0.000052
21, 21, 0.000059
22, 22, 0.000081
23, 23, 0.000079
24, 24, 0.000089
25, 25, 0.000095
26, 26, 0.000136
27, 27, 0.003117
28, 28, 0.000149
29, 29, 0.000155
30, 30, 0.000170
31, 31, 0.003200
32, 32, 0.000211
33, 33, 0.000229
34, 34, 0.003310
35, 35, 0.000267
36, 36, 0.003222
37, 37, 0.000331
38, 38, 0.000369
39, 39, 0.000384
40, 40, 0.003436
41, 41, 0.000463
42, 42, 0.003754
43, 43, 0.003516
44, 44, 0.003531
45, 45, 0.000564
46, 46, 0.000615
47, 47, 0.003657
48, 48, 0.003708
49, 49, 0.003750
50, 50, 0.003795
51, 51, 0.003839
52, 52, 0.003888
53, 53, 0.003938
54, 54, 0.003988
55, 55, 0.004045
56, 56, 0.004421
57, 57, 0.006970
58, 58, 0.004231
59, 59, 0.004278
60, 60, 0.007348
61, 61, 0.005272
62, 62, 0.005111
63, 63, 0.005141
64, 64, 0.006764
65, 65, 0.007117
66, 66, 0.008155
67, 67, 0.007827
68, 68, 0.006916
69, 69, 0.008061
70, 70, 0.007344
71, 71, 0.008251
72, 72, 0.008339
73, 73, 0.008517
74, 74, 0.008616
75, 75, 0.008745
76, 76, 0.007630
77, 77, 0.008867
78, 78, 0.007609
79, 79, 0.009169
80, 80, 0.009301
81, 81, 0.009636
82, 82, 0.008018
83, 83, 0.009574
84, 84, 0.008270
85, 85, 0.010468
86, 86, 0.007964
87, 87, 0.008611
88, 88, 0.009221
89, 89, 0.009478
90, 90, 0.010091
91, 91, 0.008120
92, 92, 0.009415
93, 93, 0.008327
94, 94, 0.008040
95, 95, 0.008336
96, 96, 0.009211
97, 97, 0.010433
98, 98, 0.008964
99, 99, 0.011674
100, 100, 0.011768
101, 101, 0.009209
102, 102, 0.010233
103, 103, 0.012027
104, 104, 0.011237
105, 105, 0.011410
106, 106, 0.012139
107, 107, 0.011389
108, 108, 0.011299
109, 109, 0.011135
110, 110, 0.012480
111, 111, 0.010935
112, 112, 0.012714
113, 113, 0.011819
114, 114, 0.011984
115, 115, 0.013125
116, 116, 0.011836
117, 117, 0.014343
118, 118, 0.014737
119, 119, 0.012562
120, 120, 0.014524
121, 121, 0.018616
122, 122, 0.021225
123, 123, 0.014562
124, 124, 0.013111
125, 125, 0.015167
126, 126, 0.015990
127, 127, 0.014541
128, 128, 0.015622
129, 129, 0.015259
130, 130, 0.016206
131, 131, 0.014861
132, 132, 0.016856
133, 133, 0.016716
134, 134, 0.014666
135, 135, 0.017077
136, 136, 0.017077
137, 137, 0.018015
138, 138, 0.017576
139, 139, 0.018597
140, 140, 0.016982
141, 141, 0.018790
142, 142, 0.020873
143, 143, 0.019927
144, 144, 0.019416
145, 145, 0.020260
146, 146, 0.020826
147, 147, 0.019412
148, 148, 0.022347
149, 149, 0.020634
150, 150, 0.021365
151, 151, 0.021249
152, 152, 0.021522
153, 153, 0.023161
154, 154, 0.021400
155, 155, 0.023873
156, 156, 0.023067
157, 157, 0.023610
158, 158, 0.023488
159, 159, 0.024059
160, 160, 0.025105
161, 161, 0.030127
162, 162, 0.031026
163, 163, 0.028534
164, 164, 0.025539
165, 165, 0.034755
166, 166, 0.038146
167, 167, 0.032891
168, 168, 0.037757
169, 169, 0.035200
170, 170, 0.033694
171, 171, 0.031169
172, 172, 0.030040
173, 173, 0.032730
174, 174, 0.033435
175, 175, 0.038988
176, 176, 0.033322
177, 177, 0.036904
178, 178, 0.037419
179, 179, 0.037577
180, 180, 0.039988
181, 181, 0.042299
182, 182, 0.044423
183, 183, 0.042138
184, 184, 0.037359
185, 185, 0.042515
186, 186, 0.043350
187, 187, 0.043878
188, 188, 0.042851
189, 189, 0.043601
190, 190, 0.044226
191, 191, 0.044179
192, 192, 0.049434
193, 193, 0.046331
194, 194, 0.049528
195, 195, 0.050273
196, 196, 0.047527
197, 197, 0.053047
198, 198, 0.052639
199, 199, 0.053665
200, 200, 0.049655
