1, 1, 0.000286
2, 2, 0.000007
3, 3, 0.000017
4, 4, 0.000005
5, 5, 0.000005
6, 6, 0.000006
7, 7, 0.000029
8, 8, 0.000010
9, 9, 0.000015
10, 10, 0.000006
11, 11, 0.000006
12, 12, 0.000015
13, 13, 0.000006
14, 14, 0.000010
15, 15, 0.000015
16, 16, 0.000012
17, 17, 0.000007
18, 18, 0.000008
19, 19, 0.000008
20, 20, 0.000007
21, 21, 0.000009
22, 22, 0.000009
23, 23, 0.000009
24, 24, 0.000017
25, 25, 0.000010
26, 26, 0.000014
27, 27, 0.000010
28, 28, 0.000015
29, 29, 0.000016
30, 30, 0.000015
31, 31, 0.000019
32, 32, 0.000018
33, 33, 0.000019
34, 34, 0.000021
35, 35, 0.000020
36, 36, 0.000021
37, 37, 0.000021
38, 38, 0.000022
39, 39, 0.000023
40, 40, 0.003019
41, 41, 0.000027
42, 42, 0.000031
43, 43, 0.000026
44, 44, 0.000028
45, 45, 0.000028
46, 46, 0.000027
47, 47, 0.000032
48, 48, 0.000036
49, 49, 0.000035
50, 50, 0.000038
51, 51, 0.000036
52, 52, 0.000036
53, 53, 0.000039
54, 54, 0.000042
55, 55, 0.000043
56, 56, 0.000057
57, 57, 0.000047
58, 58, 0.000050
59, 59, 0.000051
60, 60, 0.000053
61, 61, 0.003067
62, 62, 0.000055
63, 63, 0.000074
64, 64, 0.000072
65, 65, 0.000097
66, 66, 0.000123
67, 67, 0.000105
68, 68, 0.000171
69, 69, 0.000164
70, 70, 0.000167
71, 71, 0.000413
72, 72, 0.000163
73, 73, 0.000159
74, 74, 0.000383
75, 75, 0.000219
76, 76, 0.000209
77, 77, 0.000175
78, 78, 0.000190
79, 79, 0.000200
80, 80, 0.000210
81, 81, 0.000261
82, 82, 0.000239
83, 83, 0.000229
84, 84, 0.000226
85, 85, 0.000268
86, 86, 0.000343
87, 87, 0.000285
88, 88, 0.000269
89, 89, 0.000272
90, 90, 0.000285
91, 91, 0.000315
92, 92, 0.000326
93, 93, 0.001051
94, 94, 0.000255
95, 95, 0.000272
96, 96, 0.000878
97, 97, 0.000473
98, 98, 0.000351
99, 99, 0.000618
100, 100, 0.000330
