1, 1, 0.002535
2, 2, 0.000426
3, 3, 0.001257
4, 4, 0.000303
5, 5, 0.000355
6, 6, 0.000353
7, 7, 0.000343
8, 8, 0.000420
9, 9, 0.000472
10, 10, 0.000493
11, 11, 0.000552
12, 12, 0.000609
13, 13, 0.000613
14, 14, 0.000632
15, 15, 0.000709
16, 16, 0.000680
17, 17, 0.000754
18, 18, 0.000764
19, 19, 0.000830
20, 20, 0.000866
21, 21, 0.000918
22, 22, 0.000926
23, 23, 0.000970
24, 24, 0.000979
25, 25, 0.001014
26, 26, 0.001052
27, 27, 0.001107
28, 28, 0.001221
29, 29, 0.001269
30, 30, 0.001249
31, 31, 0.001204
32, 32, 0.001275
33, 33, 0.001443
34, 34, 0.001389
35, 35, 0.001435
36, 36, 0.001549
37, 37, 0.003436
38, 38, 0.001580
39, 39, 0.001541
40, 40, 0.001602
41, 41, 0.001589
42, 42, 0.001865
43, 43, 0.001787
44, 44, 0.001710
45, 45, 0.001681
46, 46, 0.001797
47, 47, 0.002144
48, 48, 0.002173
49, 49, 0.002759
50, 50, 0.002158
51, 51, 0.002070
52, 52, 0.002123
53, 53, 0.002000
54, 54, 0.002174
55, 55, 0.002240
56, 56, 0.002720
57, 57, 0.002236
58, 58, 0.002506
59, 59, 0.002320
60, 60, 0.002590
61, 61, 0.002805
62, 62, 0.002481
63, 63, 0.002477
64, 64, 0.002541
65, 65, 0.002458
66, 66, 0.002875
67, 67, 0.002525
68, 68, 0.002817
69, 69, 0.002762
70, 70, 0.002878
71, 71, 0.002940
72, 72, 0.002666
73, 73, 0.002998
74, 74, 0.003001
75, 75, 0.002854
76, 76, 0.002988
77, 77, 0.003108
78, 78, 0.003180
79, 79, 0.003010
80, 80, 0.003338
81, 81, 0.003176
82, 82, 0.003418
83, 83, 0.003401
84, 84, 0.003233
85, 85, 0.003266
86, 86, 0.003574
87, 87, 0.003540
88, 88, 0.003451
89, 89, 0.003439
90, 90, 0.003642
91, 91, 0.003539
92, 92, 0.003592
93, 93, 0.003613
94, 94, 0.003700
95, 95, 0.003755
96, 96, 0.003702
97, 97, 0.004103
98, 98, 0.003719
99, 99, 0.003707
100, 100, 0.004080
101, 101, 0.004107
102, 102, 0.004073
103, 103, 0.004022
104, 104, 0.004114
105, 105, 0.004124
106, 106, 0.004084
107, 107, 0.004202
108, 108, 0.004393
109, 109, 0.004885
110, 110, 0.004825
111, 111, 0.004817
112, 112, 0.005448
113, 113, 0.005012
114, 114, 0.004966
115, 115, 0.005005
116, 116, 0.005097
117, 117, 0.005192
118, 118, 0.005090
119, 119, 0.005190
120, 120, 0.005597
121, 121, 0.005466
122, 122, 0.005410
123, 123, 0.005822
124, 124, 0.005675
125, 125, 0.005963
126, 126, 0.005723
127, 127, 0.006293
128, 128, 0.005919
129, 129, 0.006115
130, 130, 0.006112
131, 131, 0.006289
132, 132, 0.006189
133, 133, 0.006193
134, 134, 0.006236
135, 135, 0.006253
136, 136, 0.006533
137, 137, 0.006497
138, 138, 0.006788
139, 139, 0.006677
140, 140, 0.006425
141, 141, 0.006552
142, 142, 0.006558
143, 143, 0.006539
144, 144, 0.006600
145, 145, 0.006867
146, 146, 0.006493
147, 147, 0.006917
148, 148, 0.006694
149, 149, 0.007237
150, 150, 0.006935
151, 151, 0.006942
152, 152, 0.007125
153, 153, 0.007033
154, 154, 0.007261
155, 155, 0.007237
156, 156, 0.007275
157, 157, 0.007198
158, 158, 0.007083
159, 159, 0.007791
160, 160, 0.007658
161, 161, 0.007778
162, 162, 0.007655
163, 163, 0.007564
164, 164, 0.007811
165, 165, 0.007796
166, 166, 0.009653
167, 167, 0.007966
168, 168, 0.008130
169, 169, 0.008144
170, 170, 0.008126
171, 171, 0.008325
172, 172, 0.008439
173, 173, 0.008610
174, 174, 0.008635
175, 175, 0.008596
176, 176, 0.008739
177, 177, 0.008696
178, 178, 0.008523
179, 179, 0.008693
180, 180, 0.008708
181, 181, 0.009003
182, 182, 0.008807
183, 183, 0.008979
184, 184, 0.009068
185, 185, 0.009230
186, 186, 0.009584
187, 187, 0.009427
188, 188, 0.009436
189, 189, 0.009531
190, 190, 0.009641
191, 191, 0.009389
192, 192, 0.009661
193, 193, 0.009711
194, 194, 0.009750
195, 195, 0.010387
196, 196, 0.009942
197, 197, 0.010303
198, 198, 0.010139
199, 199, 0.010243
200, 200, 0.010643
